	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		1		0						0	0	0		0	0	1				1	1	0	0	1		0	1	1	1			0	0	0	1				1	1		0	0		0	0	1	0	0	0	0	1	0		1	1
HDQP1_BREAST	-1			-1		1	1		-1		-1			-1								-1		-1				1	1		-1		-1	-1					1	-1	0	-1	-1	1	1	1	-1	-1	1	-1	1	-1		1		-1
HEC108_ENDOMETRIUM	-1	0	-1	-1		0	0	0	-1	0	0	0	0	0	-1		0	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	-1	-1	1	0	0	0	-1	0	0	0	-1	0	-1	0	0
HEC151_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEC1A_ENDOMETRIUM	0		1	0		0		0		0	0	0	0	0	0	0		0		0	0	0	0		1	0		0		0	0	0	0	0	0	1	0	1	0	0	0	1	0	0			0	-1	0	0	0	0	0	0	0	0
HEC1B_ENDOMETRIUM	0	0		-1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	-1	0		0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0		0	0	0		0	0	0	0	0	0	0
HEC251_ENDOMETRIUM	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEC265_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEC50B_ENDOMETRIUM			0	0		0				0		0	0	0	0		1		0			0		1		0				1	0	0		0		1			1	0	0	0	0		0	0	0		0	0	0		1	0	0	0
HEC59_ENDOMETRIUM	0		0			0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	-1	1	0	0	0	0	0	0	0	0	0	0	0	
HEC6_ENDOMETRIUM	0	0	0	0		0	0	0	0		0	0	-1	0	0	0	0	0	0		-1	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	-1
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0			0	-1		-1			0	0	-1	0	-1		0	0	-1	1	-1	0	0	0		-1	0	-1	1	-1	-1		0	-1	0	0	0			0		0	0		-1			0	-1	0	-1	-1	-1		-1
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0			0	-1		-1			0	0	-1	0	-1		0		-1	1		0	0	0		-1	0	-1	1	-1	-1		0	-1	0	0	1			0	0	0	0		-1			0	-1	0	-1	-1	0		-1
HEP3B217_LIVER		0							0	-1		0			0		0	-1	0	0	1	0	1	0			-1	0	0	0	0	-1		0	-1	0	-1	0	0	-1			1	0		1		0	-1	1	0	0	0	-1		0
HEPG2_LIVER	0	1	0	0	0		0	0	0	0	0	0	0		0	1		0	0	1	0	0	0	1	0	0	0		0	0	0	0	0	0	1		0	0	1	0	1	0	0	0	1	0	0	0	0	0	0		0	0	0	1
HEYA8_OVARY	0	0		0	0	0			0	0	0		0	0	0	0			0		0	0	0	0		0	0	0		1	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
HGC27_STOMACH			-1					0			0			1	0	0	0	0		0	0	0	1		-1		0	-1							0	0	0		0	0			-1	1	0		0		1	0	0	0		0	1	0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0				0	0	0	1	0	0	0	0	0	0	-1	0	0		0	0	0	0	0	0			0	0	0	1	0	0	0	0	0	0		0	0			0	0	0	0	0	1	0	0	0		0	0	0	0	0
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	0	0	0	0	0	0		0	0		1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			0	0	0	-1	1	0	0
HLC1_LUNG	1	0		0	1	0				0	0	1		0	0			0	0		1	0	1	0		0	1	0	1	1		0	0	1		1	0	0	1		0	0	0	1	0		0	-1	0	0	1	0	0	0	0	0
HLE_LIVER							-1	0	-1	0			-1	-1	-1		0			1		-1	-1	-1	-1		1		-1	0	-1	0	1			0		0	1	0	0	0		-1	0	-1	0	-1	0	0	1			0	-1	1
HLFA_LUNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLF_LIVER	0		-1		0	0		-1	-1	0	0	0	-1	-1	-1	0	0			1	0		0		-1		0	0	-1	-1	-1	0	0	0	0	0		0		0	0	-1			0	0	-1	-1	0	0	0	0		1	-1	1
HMC18_BREAST		0		-1		-1	-1			-1	0	0	0	-1	-1			0	-1	-1	-1	-1	0	0	1	-1	-1	-1	-1	1	0	-1	0	0		1	0		-1	-1		-1		1	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	-1
HMCB_SKIN	0	0		-1	-1	0	1			-1	-1	-1	-1	-1	-1				-1		-1	-1	0	0		-1	-1	0	1		0	-1	-1	-1	-1	0	-1	-1		0	0	-1		-1	0	1	1		-1	-1	-1	0	-1	0	-1	
HN_UPPER_AERODIGESTIVE_TRACT	0			-1									0	0	-1	0					0	1	0	0		-1			0	1		1			0				1	0			0	1	1	1		0	-1	0	-1	0	0	-1		-1
HOS_BONE	0	0	0	0				0		0		0	0		1	0			0		0	0	0	0	0	0		0		0	1	0	0	0	0		-1	0	1	0	0	0		1		1	0	0	0		0	0	1		0	
HPAC_PANCREAS	0	0	0	0		-1	0		0					0	0	-1		-1		0	-1	0	0	0	0	0	0	-1	0	1	0	0	0		-1	0	-1	1	0	0	0	0	0	1	-1	0		0	-1	-1		-1	-1	-1	-1	0
HPAFII_PANCREAS		0		-1	0	-1		0	-1				-1	1	-1	0	-1	-1	-1	1		-1	0	0		-1	0	-1		0	-1		0	1	0	-1	-1	-1	1		0		-1	0	-1	0	0	-1	-1			0	-1	-1	-1	1
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	0	0	0	0	0	0	0	0	0		0	0	0	0
HRT18_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS172T_URINARY_TRACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS229T_LUNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS274T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS281T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS294T_SKIN	0	0	0	0	0	0	1		0	0	0	0		0		0	0		0		1	0		0	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	1			0	0	0	0	0	-1	0	0
HS343T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS571T_OVARY		1	0	0	0	1	0		1		0	1	0		0		1	0	0		1	0	1	1	0	0	0	1	0		1	0	0	1	1	1	0	0	0	0	1	0	0	0		0	1	1	1	0	1	0	1	0	0	1
HS578T_BREAST	-1	0		-1			0	1	-1	-1		-1	-1	-1	-1	-1		0	0	0	0	1	-1	0	1	-1	0	-1	0	1	-1	-1	0	-1		-1	0	0	0	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	0	0	0	0
HS600T_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS606T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS618T_LUNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS675T_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS683_CENTRAL_NERVOUS_SYSTEM	0	0		0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	-1	0	0	0	0	0	0	0
HS688AT_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS695T_SKIN				-1		-1	1		-1	-1	-1	-1	-1	-1		0					0	0			0	-1	0	-1	1	0	-1	-1	-1	-1	0			0		-1	0	-1	-1		-1	1	-1	-1	-1	-1	-1	0	0	-1		0
HS698T_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS706T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS729_SOFT_TISSUE						0	0	0	0	0					0	0			0		0					0	0	0	0	0	0	0	0		0	1		0					1			0						0		0	0	
HS737T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS739T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS742T_BREAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS746T_STOMACH		0	0			1	1		1				-1	1	0			0			-1		-1		0		-1	1	1	1	1	1	1				0	-1	1	1	0		0		1				-1		1	-1	1	-1	1	
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS766T_PANCREAS	0	-1	-1	-1		-1	0	-1	0			-1		-1	-1	0	-1	-1	-1		-1	0	0	-1	-1	-1		-1	0		0	0		-1	0	-1	-1	-1	1	0	-1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0
HS819T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS821T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0
HS822T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS839T_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS840T_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS852T_SKIN		0	0	0				0			0	0	0	0	0	0		1	0	0	0	0	1	0	0	0	0		0	0	0	0		0	0	0	1	0	0	0	0	0				1		-1		0	0	0	-1	1	0	0
HS863T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS870T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS888T_BONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS895T_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS934T_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS940T_SKIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS944T_SKIN	0	0		0	0						-1	-1	0	0	-1	-1		0		0	-1	0	0	0	0	0	0	-1		0	0		-1	-1	-1	0	0	0	0	0	0	1	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1		0
HSC2_UPPER_AERODIGESTIVE_TRACT		-1		-1		0		-1		0					-1	-1					-1	0		-1		-1	0			-1		0	1	-1			-1	-1	1			-1	-1	1	0	0	-1			0	1	-1	0	0		
HSC3_UPPER_AERODIGESTIVE_TRACT	0								0			0	0	1	-1	-1	0		-1	0	-1		0	-1	0		0	-1	-1	0			-1		-1	0	-1		0	0	0	-1	-1	1		0	-1	0	0	1	0	-1	0	0	-1	0
HSC4_UPPER_AERODIGESTIVE_TRACT				-1	-1	-1							0		0			-1	-1	1	-1	-1	1	-1		-1	-1	-1		0	0	0					-1	-1	1		0	-1	-1		-1	1	-1	1	-1	-1	0	-1	0	-1	-1	1
HT1080_SOFT_TISSUE	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0
HT115_LARGE_INTESTINE	0	0	0			0	1	0	0	0	0	1		0	0		0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	1		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
HT1197_URINARY_TRACT		0					0		1			1		1	-1	1	0		0		1			0					0		1	0	1	1	1	0				1	0		0	1		0			1		1		0	1	0	1
HT1376_URINARY_TRACT			0	-1	1	0	0				0			0		0		-1	-1		-1	-1				-1	1	0	0	0			0	0			-1	-1	1		0	0	-1	1		0		0		0	-1			-1	-1	
HT144_SKIN		0		-1						-1		0	0	0	0	0	0		0		0	0	0	0	1	-1	1	-1		0	0	-1		0	0			0		-1	0		-1	0	0	0	-1	-1	-1	0	0		0	0	0	-1
HT29_LARGE_INTESTINE	0	0				0	1		0	0	1	0	1	-1	1	0					-1	-1	0	0			0	0	1		0	0	1	0	0	0	-1	1	1	0	0	-1	0	1	0		-1	0	0	1		0	-1	1	-1	0
HT55_LARGE_INTESTINE		0	0	-1	0		0			0	0	0	0	0	0	0	0	-1	0		-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0			0	0	-1	0		0	-1	-1		0	0	0		-1	0	-1
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0	0			0	0	0	0	0			0		0	0		0	0	0	0		0		0	0	1	0	0	0	0	0	0	0	0	1		0	0	0	0	0	1	0	0	0		0	0	1	1	0	0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
HUCCT1_BILIARY_TRACT		0		0	1				0				-1		0	-1		-1	0	1	0	-1	1	0	1	0	1	-1	0	1	0	0	1	0	-1	1	-1	0	1	0	0		0	1	0	1	0	0	-1		1	-1	0	-1	0	1
HUG1N_STOMACH	0	0		-1			1				0	0	-1	-1	-1		-1		-1	1	-1	-1	0	0		-1	-1	0	1	1	-1	1	0	0	-1	-1		-1	1	0	0	-1	-1	0	1	1	0		-1			0	-1	1	-1	1
HUH1_LIVER			0	-1	0	0	0			0	0		-1		1						-1	-1			0	-1	0	0	0		0	0	0		0	0	-1	1	1	0	0	0	-1	0	0	0	-1		0	0			1	0		0
HUH28_BILIARY_TRACT	1	0	1	0	1	0	0		0	0	0	0		0		0		1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	-1	0	0	0	0	0		1	1	1
HUH6_LIVER	1		0	-1	0	0	0		0	0	0	1	-1	0		0	-1		0	1	0	-1		0	0	-1	0	0	0	1	0	0	0	1	0				1	1		0	-1	0	0	0	-1	0	0	0	1	0	-1	0	0	1
HUH7_LIVER	-1		0		-1			0		-1	-1	0		-1		-1			0		-1	0					-1	0		0	0	-1	-1			-1	-1	0	0	-1					-1			-1	-1	-1	0	-1	0	1		1
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUPT3_PANCREAS	0	0	0	0	0	-1	0			-1			0		0	0		0			0	-1	0	0	0	0	0	-1	0		0	-1			0		0		0	0	0	0		0	-1	0	-1	-1	-1	0	0	0		0		
HUPT4_PANCREAS		0		-1	0	1	1	1	1		1		0	0	0			-1	0		0	0	-1	0		-1	0	1	1	1			1		1	1	-1	0	1	0	0	1	-1	0	1	1	-1		1	1	0		-1	-1	0	-1
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0		0		0			0		0		0			0		0		0	0	0	0	0		0		0		1	0				0		0	-1	0	0	0	0	0	0	0			0		0	0	0		0	1		0
HUTU80_SMALL_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IALM_LUNG	0	0	0	0					0	0	1	1		1	0	0		0			0	0	0	0	0	0		0	1	1		0	1	1	0	1	0	1	1			0	0	1	1		0	0	0	1	1	0	0	0	0	0
IGR1_SKIN			0	0	1	0		0	-1	-1		1		0		0			0	1	-1	1	0			0	1	0	1	0	-1	-1	-1	1	0			0	1			0	0	1		0	0		-1	0	1	0	1	0	0	1
IGR37_SKIN	0	0	0	-1	0		0	0		-1			0	-1				0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1		-1		0	0	0	0	0	0	0	-1	0		0	0	-1	-1	0	0	0	-1	0	0	0
IGR39_SKIN	0	1	1	0	1	0	1	1		0	0		0	0	0			0	1	1		1	0	1	1	0	1	0	1	1	1	0	0	0	0		0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1
IGROV1_OVARY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IM95_STOMACH	0	0	0	0	0	0	1	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IMR32_AUTONOMIC_GANGLIA	1	0	0	0	0	1	0	0	0	0	0	1	0	0				0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1			0	0	0		0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
IPC298_SKIN		0			-1	0		0			-1		-1	-1	-1						1	0	-1	0		-1	-1	0	1	0	-1	0	-1		0		-1		0				0	-1			0		-1	-1		-1	-1	0		-1
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ISTMES1_PLEURA	0	1	1	0			1			0	0	0		1			1	-1	1	1	0	-1		1		0		0	1		0	0	0	0		1	-1	1	1	0			0	1	1	1	0	-1	0	0	0	0		-1	1	1
ISTMES2_PLEURA	0	0	0	0	0		0			0	0	0	-1	0	0	0		0	0	0	0	0	0	0		0	0	-1	0		0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	-1			0	0	0	-1	0	0	0
J82_URINARY_TRACT	0	0	0	0	0	0	0		0			0	1	0	0	0		0	0		-1	-1	0	0	0	0	0	0	0	0	0	-1		0	0	0	0	0		0	0	0	0	0		0		0	0	0	0	0		0	0	0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0		0		0	-1		0			0	0	0	0		0		0	0	-1	0	0			0	-1		-1		0		0	0	0	0		0		0		0	0		0	-1		0	0			-1	0		0
JHESOAD1_OESOPHAGUS	0					0							0	1	-1		0			1	-1	0		0		0	-1	0	-1	1	0	1		0	1	0	-1		1	0	1		-1	1		1	0	-1	-1	0		-1	0	0	-1	1
JHH1_LIVER				-1	0					0				0	-1			-1		1	-1	1	1			-1	0	-1	1	1	1	0				0	-1	1	1			-1	-1					0	0	0	1	0	-1	-1	-1	1
JHH2_LIVER	0	0		-1	0	0	1			0		-1	-1		0		-1		0	1	0	1	0	0		-1		0	1	1		0	-1	-1		-1		0	1		0	-1	-1		0	1		-1	0	0	-1	0	-1	-1	0	1
JHH4_LIVER	1	1	0	0		0	1	0	0			1	-1	0	0	-1				1	0	1	1	1	0	0		0	1	0	0			1	-1	1	-1	1	1		1	0	0	1	0	1		0	0	0	1	-1	0	1	0	1
JHH5_LIVER		0		0					0					0	0	0		0				0	0	0		0					0						0	1	1		0	0		1	0	1		0	0			0	0	0	0	0
JHH6_LIVER	0	0		-1		0	0		0		0	0		0	-1	-1	-1	-1		0	0	-1		0	-1	-1		0	0		0		0	0	-1	-1	-1		0	0	0	0		1	0	0	-1	0	0	0	0	-1		-1		0
JHH7_LIVER	0										0					0			0		-1	1	0	0	0						0	0	0		0			0	1	0	1		-1	1	0	0	-1	-1	-1	0	0	0		0		
JHOC5_OVARY	1	-1		-1		0		1		-1						0				1	-1			-1	0	-1				1		-1	0	0	0	1	0		1		-1		-1	0	0	0	1	-1	-1	-1	1	0	-1	-1		1
JHOM1_OVARY		-1	0	-1		0	-1	0	-1					1	0	0	0	-1		1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1				0	0	-1	0	1	0		0	-1	1	0	-1	0	-1	0			0	0	-1	-1	1
JHOM2B_OVARY	0	0	0	0	0	0	1		0	0	0	0	1	0	0	0	-1		0	1	0	-1		0	0	0	0	0	1		0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	1	-1	0	0	0	0		-1	1	0	1
JHOS2_OVARY		0		-1	0							0	0	0		0			0			-1					0		0		0	0		0		0					0			0	0		-1		-1	0		0	-1	0		0
JHOS4_OVARY		0							-1	0		0				-1	-1					-1	0		0						-1	0				-1		0	0								-1	-1	0			-1	-1	0		
JHUEM1_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JHUEM2_ENDOMETRIUM		1	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0		0	0	0	0
